age,gender,state_of_origin,distance_from_home_km,marital_status,has_children,admission_score,secondary_school_type,secondary_cgpa,year_of_study,current_cgpa,course_load_per_semester,attendance_percentage,number_of_failed_courses,number_of_repeated_courses,semester_gpa_trend,department,program_difficulty,scholarship_status,family_income_level,fee_payment_status,has_part_time_job,receives_allowance,financial_stress_level,library_visits_per_week,online_platform_usage_hours,participation_in_clubs,has_mentor,peer_study_groups,social_integration_score,accommodation_type,health_status,stress_level,received_academic_counseling,tutoring_sessions_attended,motivation_level,career_clarity,family_support,previous_warnings,probation_status,is_stem,will_dropout
18,Female,Kano,442,Married,1,210,Private,3.35,1,2.81,16,57,11,6,Declining,Social_Sciences,Moderate,Partial,Medium,Owing,0,0,Moderate,10,14,0,0,1,4,Private_Hostel,Good,Low,1,6,High,Somewhat_Clear,Low,1,0,0,1
25,Male,Anambra,552,Single,0,293,Private,3.03,3,1.53,20,79,6,5,Declining,Science,Very_High,None,Medium,Fully_Paid,0,1,Moderate,6,1,1,0,1,5,Campus_Hostel,Fair,High,1,0,Low,Somewhat_Clear,Moderate,3,0,1,1
27,Male,Imo,465,Single,0,309,Public,4.27,2,3.39,29,85,4,0,Stable,Business_Admin,Very_High,Partial,Low,Owing,0,1,High,5,20,0,0,1,7,Private_Hostel,Fair,Moderate,1,19,High,Unclear,Very_Low,0,0,0,1
18,Female,Lagos,166,Single,0,293,Private,4.11,2,4.92,23,64,11,0,Improving,Engineering,Low,Partial,High,Fully_Paid,0,0,High,1,15,1,1,0,8,Private_Hostel,Good,Moderate,1,15,Moderate,Somewhat_Clear,Very_Low,3,0,1,0
17,Male,Kaduna,126,Single,0,213,Private,3.14,3,2.12,16,47,11,6,Declining,Agriculture,Moderate,Partial,Low,Fully_Paid,1,0,Moderate,11,12,1,1,0,3,Private_Hostel,Excellent,Moderate,0,0,High,Very_Clear,Very_High,4,0,0,1
18,Female,Kaduna,485,Single,0,187,Public,3.85,3,3.66,26,63,13,4,Declining,Education,Low,Partial,Medium,Fully_Paid,0,0,Moderate,2,23,1,0,0,4,Campus_Hostel,Good,Moderate,0,9,Very_High,Unclear,Very_Low,2,0,0,1
23,Male,Edo,779,Single,0,298,Private,2.73,2,1.97,25,84,14,6,Improving,Arts,Moderate,Partial,High,Fully_Paid,0,1,Low,5,2,1,1,1,5,Campus_Hostel,Fair,Moderate,0,0,Very_High,Somewhat_Clear,Moderate,0,0,0,1
24,Male,Edo,338,Single,0,278,Public,2.82,1,1.83,25,55,10,2,Improving,Social_Sciences,Low,None,Low,Fully_Paid,0,0,Moderate,2,6,1,0,1,1,Living_with_Family,Excellent,Moderate,1,1,Low,Clear,Moderate,2,1,0,1
24,Male,Kano,154,Single,0,247,Private,4.63,3,3.27,15,91,10,0,Improving,Law,High,None,High,Fully_Paid,0,1,Moderate,10,29,0,0,0,2,Campus_Hostel,Fair,Very_High,0,11,Moderate,Unclear,High,0,0,0,0
25,Male,Borno,604,Single,0,189,Private,2.07,3,3.97,19,63,0,2,Stable,Social_Sciences,Very_High,Partial,High,Owing,1,1,Moderate,8,22,1,0,1,3,Living_with_Family,Good,Moderate,0,14,Moderate,Clear,High,2,1,0,0
17,Female,Anambra,294,Single,0,316,Public,4.57,3,2.6,16,49,3,6,Improving,Science,Moderate,Partial,High,Partially_Paid,0,1,Moderate,9,20,1,0,1,1,Off_Campus,Excellent,High,0,8,Moderate,Somewhat_Clear,High,2,0,1,0
27,Female,Katsina,225,Single,0,348,Public,4.3,3,3.74,18,47,6,3,Stable,Medicine,Low,None,Medium,Owing,0,1,High,10,19,0,0,1,9,Campus_Hostel,Good,Moderate,0,12,Moderate,Somewhat_Clear,High,1,0,1,0
23,Female,Enugu,235,Married,1,251,Public,4.04,2,3.45,22,95,1,1,Stable,Business_Admin,Very_High,None,Medium,Partially_Paid,0,0,Moderate,13,11,0,0,0,1,Living_with_Family,Poor,High,0,11,Very_High,Very_Unclear,Moderate,0,0,0,0
19,Female,Rivers,544,Single,1,311,Public,4.16,3,4.0,14,44,8,7,Stable,Education,Moderate,Partial,Medium,Fully_Paid,0,1,Moderate,7,8,0,1,1,6,Campus_Hostel,Good,Low,0,11,Moderate,Very_Unclear,High,4,0,0,0
24,Female,Borno,678,Single,0,223,Public,3.66,1,1.96,24,76,11,4,Stable,Social_Sciences,Moderate,Partial,Low,Partially_Paid,0,1,Moderate,9,28,0,0,0,8,Campus_Hostel,Good,Moderate,0,6,Moderate,Clear,High,1,0,0,1
18,Female,Rivers,727,Married,0,287,Private,2.13,1,3.73,15,40,11,4,Stable,Agriculture,Low,None,Low,Fully_Paid,1,1,Very_High,11,16,0,0,1,4,Campus_Hostel,Good,High,1,14,Very_High,Unclear,Very_Low,1,0,0,1
17,Male,Anambra,460,Single,0,313,Public,4.83,1,3.73,21,92,13,3,Stable,Education,Moderate,Full,Low,Partially_Paid,0,0,Moderate,7,16,1,0,1,3,Private_Hostel,Poor,Low,0,15,Low,Clear,Very_High,4,0,0,0
19,Male,Imo,273,Married,1,235,Public,2.65,3,4.68,28,87,5,2,Stable,Education,High,None,Medium,Partially_Paid,0,1,Moderate,3,6,0,0,0,2,Private_Hostel,Fair,Moderate,0,16,Very_High,Clear,High,0,1,0,0
27,Female,Katsina,765,Married,0,287,Private,2.09,1,2.59,24,58,5,1,Improving,Arts,Very_High,None,Medium,Fully_Paid,0,1,High,12,8,0,0,1,8,Campus_Hostel,Excellent,Very_High,0,4,Very_Low,Clear,Moderate,1,0,0,1
20,Male,Kano,475,Married,0,212,Public,2.68,1,4.73,20,95,9,5,Improving,Business_Admin,Low,None,Medium,Fully_Paid,1,0,Very_High,0,2,0,0,1,2,Campus_Hostel,Fair,Moderate,0,18,Low,Unclear,Moderate,0,0,0,0
20,Female,Ogun,40,Single,0,285,Public,3.3,2,4.37,12,57,1,5,Declining,Education,Very_High,None,High,Owing,1,1,Moderate,9,19,0,0,0,5,Private_Hostel,Good,Low,0,5,Very_Low,Very_Unclear,Moderate,0,0,0,0
26,Female,Borno,385,Single,1,210,Public,3.93,4,2.96,19,48,13,1,Improving,Education,High,Partial,Low,Partially_Paid,1,1,Moderate,7,20,0,0,0,8,Private_Hostel,Good,Low,0,5,Low,Somewhat_Clear,Moderate,2,0,0,1
27,Female,Kaduna,468,Single,0,189,Public,3.7,4,2.79,26,68,5,6,Stable,Engineering,Moderate,None,Medium,Fully_Paid,1,1,Moderate,4,12,0,0,0,1,Off_Campus,Good,Low,1,7,High,Somewhat_Clear,Very_High,0,0,1,0
18,Female,Enugu,536,Single,0,239,Public,2.86,1,1.62,22,67,11,0,Stable,Engineering,Moderate,Partial,High,Owing,0,1,Moderate,9,5,0,0,0,4,Campus_Hostel,Excellent,Very_High,0,0,Moderate,Clear,High,3,0,1,1
17,Male,Borno,720,Single,0,308,Public,4.79,3,4.0,25,53,9,3,Declining,Law,Moderate,None,Low,Fully_Paid,0,0,High,3,24,0,0,1,4,Off_Campus,Excellent,Low,1,13,Moderate,Unclear,Very_Low,2,0,0,1
18,Female,Delta,733,Single,0,226,Public,3.32,2,4.38,28,65,3,0,Declining,Engineering,High,None,High,Partially_Paid,1,1,Low,14,15,1,0,1,1,Off_Campus,Fair,Moderate,0,0,High,Very_Unclear,High,3,0,1,0
26,Female,Rivers,136,Single,0,298,Public,2.09,1,3.52,18,93,3,2,Declining,Medicine,High,None,Low,Owing,0,1,Moderate,6,24,1,1,1,9,Off_Campus,Good,Low,0,8,High,Clear,High,4,1,1,1
21,Female,Kaduna,725,Single,0,268,Public,2.33,1,3.75,17,58,13,2,Declining,Social_Sciences,Moderate,None,Low,Fully_Paid,1,1,Moderate,9,7,1,0,0,2,Off_Campus,Poor,Moderate,0,5,High,Very_Clear,Very_Low,1,0,0,1
22,Male,Anambra,160,Single,0,288,Private,4.97,1,4.54,26,61,5,7,Stable,Science,High,Full,Low,Owing,0,0,Moderate,2,10,1,1,1,1,Living_with_Family,Excellent,High,0,7,High,Somewhat_Clear,Moderate,0,1,1,0
16,Male,Anambra,84,Single,0,344,Public,3.27,3,4.39,28,87,9,6,Improving,Education,High,None,Medium,Partially_Paid,1,1,High,6,27,0,1,0,2,Off_Campus,Fair,Moderate,1,7,Moderate,Unclear,Moderate,2,1,0,0
24,Male,Ogun,615,Single,0,217,Public,4.78,2,4.13,19,36,9,2,Stable,Medicine,Very_High,Full,Medium,Fully_Paid,0,1,Low,12,5,0,0,0,8,Off_Campus,Fair,Very_High,0,13,Very_High,Unclear,High,3,0,1,0
26,Female,Lagos,244,Single,1,285,Public,3.8,1,2.98,16,73,6,0,Stable,Agriculture,Very_High,Partial,High,Partially_Paid,0,0,Low,11,25,0,0,0,3,Off_Campus,Excellent,High,1,9,Very_Low,Very_Unclear,High,1,0,0,0
18,Female,Lagos,65,Single,0,199,Public,2.38,3,1.92,13,93,5,0,Stable,Business_Admin,Moderate,None,High,Partially_Paid,0,1,Low,3,24,1,1,0,1,Campus_Hostel,Fair,Low,0,18,High,Somewhat_Clear,High,4,0,0,1
27,Female,Lagos,286,Single,0,247,Public,2.15,3,4.46,21,73,4,6,Declining,Engineering,Moderate,None,Low,Partially_Paid,0,0,Moderate,13,7,0,0,1,7,Private_Hostel,Excellent,Moderate,0,7,Low,Clear,High,3,0,1,0
19,Female,Borno,539,Single,0,345,Private,2.91,2,3.71,17,79,1,4,Declining,Education,Very_High,None,Low,Fully_Paid,1,0,Low,0,13,0,0,1,7,Private_Hostel,Good,Moderate,0,14,Low,Unclear,High,1,0,0,0
24,Male,Katsina,709,Single,0,202,Private,2.73,1,4.54,23,76,10,6,Improving,Arts,High,Partial,Low,Fully_Paid,0,0,Moderate,10,28,0,0,1,1,Private_Hostel,Good,Moderate,0,18,Very_High,Somewhat_Clear,Low,0,0,0,0
22,Female,Imo,300,Single,0,308,Public,2.21,4,4.59,19,76,12,2,Improving,Law,High,Partial,Medium,Owing,1,0,Low,4,0,1,0,0,7,Living_with_Family,Excellent,Very_High,0,18,Moderate,Somewhat_Clear,High,1,0,0,0
24,Male,Anambra,695,Single,0,307,Public,2.8,1,3.23,24,84,3,3,Stable,Law,Moderate,None,Low,Fully_Paid,1,0,Low,4,20,0,0,1,6,Living_with_Family,Excellent,Very_High,0,18,Low,Very_Unclear,Very_High,3,0,0,0
27,Female,Cross_River,437,Single,0,309,Public,3.71,3,4.72,28,89,10,7,Declining,Engineering,High,None,Low,Fully_Paid,0,0,High,2,19,0,0,0,2,Campus_Hostel,Excellent,High,0,17,High,Somewhat_Clear,High,1,0,1,0
26,Female,Imo,678,Single,0,313,Public,3.91,4,3.01,19,70,7,7,Improving,Education,Very_High,None,Low,Partially_Paid,0,0,Moderate,2,7,1,0,0,5,Living_with_Family,Fair,High,0,1,Moderate,Somewhat_Clear,Low,2,0,0,0
26,Female,Kano,37,Single,0,259,Public,2.95,3,2.27,27,42,5,0,Declining,Agriculture,Moderate,None,Medium,Partially_Paid,1,1,Low,14,10,1,0,1,8,Living_with_Family,Excellent,Low,1,11,High,Very_Clear,Moderate,3,0,0,1
20,Male,Kaduna,150,Single,0,316,Private,3.59,1,3.0,22,71,14,2,Declining,Science,Low,None,Low,Fully_Paid,0,1,High,5,20,0,0,1,8,Living_with_Family,Good,High,1,15,High,Unclear,High,0,1,1,1
17,Female,Anambra,310,Single,0,206,Private,2.71,2,4.99,20,32,0,3,Declining,Social_Sciences,High,Partial,Low,Owing,0,1,Low,8,26,1,1,0,5,Campus_Hostel,Excellent,High,1,15,High,Clear,High,0,0,0,0
27,Female,Imo,797,Single,0,305,Public,3.65,3,1.7,17,74,12,6,Declining,Arts,High,Partial,High,Fully_Paid,0,1,Moderate,7,17,0,0,1,8,Off_Campus,Good,Low,0,6,Low,Clear,High,0,0,0,1
18,Female,Rivers,632,Single,0,259,Public,2.27,4,4.96,29,57,10,0,Stable,Business_Admin,Very_High,None,Low,Partially_Paid,0,1,Moderate,0,18,1,1,0,1,Living_with_Family,Poor,Very_High,0,10,Moderate,Somewhat_Clear,Very_Low,3,1,0,0
18,Male,Ekiti,71,Single,0,188,Private,3.24,2,4.51,19,49,9,7,Stable,Medicine,Moderate,None,Medium,Partially_Paid,1,1,Very_High,13,22,0,0,0,9,Off_Campus,Excellent,Very_High,0,17,Moderate,Very_Clear,High,2,1,1,0
27,Male,Lagos,48,Single,0,190,Public,3.18,2,1.51,17,85,12,6,Improving,Environmental_Studies,Moderate,Full,Medium,Owing,0,1,High,4,25,1,0,1,4,Campus_Hostel,Excellent,High,0,19,Low,Clear,Very_Low,2,0,0,1
24,Male,Cross_River,665,Single,0,313,Public,2.31,3,2.67,25,35,5,4,Stable,Social_Sciences,Very_High,None,Low,Fully_Paid,0,0,Moderate,13,28,0,0,0,6,Campus_Hostel,Excellent,High,0,16,Very_Low,Very_Unclear,Very_High,3,0,0,0
23,Female,Cross_River,172,Single,0,245,Private,2.43,1,3.38,13,78,10,7,Declining,Medicine,Low,Partial,Low,Fully_Paid,0,0,High,0,10,1,0,0,4,Off_Campus,Fair,Moderate,0,17,Low,Somewhat_Clear,Moderate,1,0,1,1
19,Male,Ekiti,48,Single,0,296,Public,4.03,5,3.96,16,43,12,4,Stable,Business_Admin,Moderate,Full,Low,Partially_Paid,1,1,Very_High,7,10,0,0,1,8,Off_Campus,Good,Very_High,1,8,Moderate,Somewhat_Clear,Moderate,4,0,0,1
22,Male,Ekiti,147,Single,1,291,Public,2.64,5,1.95,28,99,7,6,Improving,Agriculture,High,Partial,Medium,Fully_Paid,0,1,Low,13,29,1,1,0,9,Off_Campus,Good,High,0,10,Moderate,Clear,Low,3,0,0,1
21,Female,Borno,353,Single,0,227,Public,4.23,3,2.48,29,67,12,2,Improving,Law,Low,Partial,Medium,Fully_Paid,1,0,Moderate,0,28,0,0,1,5,Off_Campus,Good,Moderate,0,4,Very_High,Very_Unclear,Moderate,4,0,0,1
23,Female,Edo,86,Single,0,254,Public,3.38,3,3.64,12,43,3,2,Stable,Science,High,None,Medium,Fully_Paid,0,1,Low,6,5,0,0,0,4,Off_Campus,Good,High,0,14,Low,Somewhat_Clear,High,1,0,1,0
23,Male,Anambra,514,Single,0,268,Public,4.22,3,3.98,20,64,13,7,Stable,Social_Sciences,High,None,Low,Fully_Paid,0,0,Low,13,21,0,1,1,5,Off_Campus,Good,Moderate,0,16,High,Somewhat_Clear,Low,3,0,0,0
23,Male,Edo,264,Single,0,320,Public,4.13,1,2.29,24,77,13,3,Improving,Medicine,Moderate,None,Low,Partially_Paid,1,1,Very_High,6,3,0,0,0,8,Private_Hostel,Good,Moderate,1,11,Moderate,Clear,Very_Low,4,0,1,1
27,Male,Delta,301,Single,0,278,Public,2.43,5,4.85,25,82,11,3,Improving,Social_Sciences,Very_High,None,Low,Fully_Paid,1,1,High,12,6,0,0,1,7,Living_with_Family,Poor,High,0,6,Moderate,Unclear,Very_High,4,0,0,0
22,Female,Delta,50,Single,0,212,Private,3.43,1,1.85,21,35,8,1,Declining,Social_Sciences,Moderate,Partial,High,Fully_Paid,0,0,High,0,16,0,1,0,5,Private_Hostel,Fair,Moderate,0,18,Moderate,Somewhat_Clear,High,3,0,0,1
22,Male,Cross_River,744,Single,0,305,Public,3.19,3,2.13,14,80,4,0,Stable,Social_Sciences,Low,None,Low,Fully_Paid,1,1,Moderate,6,23,0,1,0,8,Campus_Hostel,Excellent,High,1,17,Very_High,Very_Clear,Very_Low,4,1,0,1
24,Female,Kaduna,154,Single,0,291,Public,3.78,2,2.29,16,85,9,1,Declining,Engineering,Moderate,None,High,Owing,0,1,Moderate,8,26,1,0,0,8,Campus_Hostel,Good,Very_High,1,15,High,Unclear,Moderate,0,0,1,1
22,Female,Lagos,475,Single,0,180,Public,2.55,1,3.56,20,54,8,2,Declining,Engineering,Low,None,Medium,Fully_Paid,0,0,High,9,25,1,1,0,3,Living_with_Family,Good,Moderate,0,15,Moderate,Somewhat_Clear,High,4,0,1,0
18,Female,Katsina,525,Single,0,235,Public,2.15,4,2.86,13,68,5,2,Improving,Science,Moderate,None,Medium,Fully_Paid,0,0,High,1,12,1,0,0,1,Living_with_Family,Good,Very_High,1,12,High,Very_Unclear,Moderate,4,0,1,1
23,Male,Cross_River,341,Single,0,306,Private,4.7,3,3.45,17,96,1,6,Stable,Science,Moderate,None,Low,Fully_Paid,1,1,Low,14,17,1,1,0,4,Off_Campus,Good,Moderate,0,18,Moderate,Somewhat_Clear,Moderate,4,0,1,0
17,Male,Kaduna,37,Married,0,291,Public,2.35,4,4.5,21,40,11,2,Stable,Engineering,Moderate,None,Low,Partially_Paid,1,1,Low,9,18,0,0,0,3,Off_Campus,Good,Moderate,0,15,Moderate,Very_Clear,Moderate,2,0,1,0
18,Female,Borno,101,Single,0,291,Private,3.51,1,3.74,22,87,5,6,Declining,Social_Sciences,Low,None,High,Owing,1,0,High,7,26,1,1,0,7,Campus_Hostel,Excellent,High,0,3,High,Somewhat_Clear,Moderate,4,0,0,1
25,Female,Borno,329,Single,0,192,Public,3.52,1,4.99,24,34,11,7,Declining,Education,Moderate,None,Low,Partially_Paid,1,1,High,2,25,0,1,1,2,Campus_Hostel,Fair,Low,1,5,Moderate,Somewhat_Clear,Moderate,1,0,0,0
25,Male,Rivers,338,Single,0,253,Public,4.38,1,4.74,18,81,1,3,Stable,Social_Sciences,High,None,High,Fully_Paid,1,0,Low,4,1,1,1,1,2,Campus_Hostel,Good,Moderate,0,13,Low,Somewhat_Clear,Low,3,0,0,0
21,Male,Rivers,537,Single,0,228,Public,4.54,1,3.22,22,79,0,6,Improving,Education,High,None,Low,Partially_Paid,0,1,Moderate,13,11,0,0,0,1,Off_Campus,Excellent,High,0,13,Moderate,Clear,Moderate,2,0,0,0
17,Female,Kano,149,Single,0,198,Public,4.36,2,1.55,29,97,0,7,Stable,Law,Low,Partial,Low,Fully_Paid,0,0,Low,13,14,1,1,0,8,Private_Hostel,Fair,High,0,10,Moderate,Unclear,High,3,0,0,0
18,Male,Kaduna,377,Single,0,346,Private,2.74,4,2.89,14,85,7,1,Improving,Law,Moderate,Partial,Low,Fully_Paid,1,1,High,6,23,1,0,0,8,Campus_Hostel,Good,Moderate,0,3,Moderate,Somewhat_Clear,Very_High,3,0,0,1
19,Male,Rivers,638,Single,0,319,Public,2.11,3,2.42,15,51,4,7,Stable,Social_Sciences,Low,None,Low,Owing,0,0,High,12,23,1,0,0,8,Private_Hostel,Excellent,Moderate,0,6,Moderate,Somewhat_Clear,Moderate,0,0,0,1
17,Male,Oyo,375,Single,0,280,Private,2.92,4,2.69,23,35,12,4,Improving,Environmental_Studies,High,Partial,Low,Fully_Paid,0,1,Very_High,5,23,0,0,1,9,Campus_Hostel,Good,Moderate,1,0,High,Clear,Moderate,4,1,0,1
20,Male,Ekiti,759,Single,0,337,Private,3.9,2,4.57,15,83,14,6,Stable,Engineering,Very_High,None,Medium,Fully_Paid,1,0,Low,8,16,0,0,0,1,Private_Hostel,Good,Moderate,0,15,Low,Unclear,Moderate,4,0,1,0
16,Female,Cross_River,325,Single,0,206,Public,4.9,5,4.55,27,36,11,3,Stable,Agriculture,Very_High,None,Low,Fully_Paid,0,0,Low,1,9,0,1,0,9,Off_Campus,Good,Low,0,17,Moderate,Very_Clear,Moderate,4,0,0,0
19,Male,Kano,406,Single,0,294,Private,2.65,4,2.56,17,44,11,3,Stable,Social_Sciences,Moderate,None,Low,Fully_Paid,1,1,Moderate,2,13,1,0,0,8,Off_Campus,Fair,Moderate,0,10,High,Very_Unclear,Low,4,0,0,1
27,Female,Lagos,191,Single,0,318,Private,2.71,2,1.88,14,72,6,0,Improving,Arts,Moderate,None,Medium,Owing,0,1,High,1,26,0,1,1,4,Off_Campus,Fair,Moderate,0,13,Moderate,Very_Unclear,Very_Low,4,0,0,1
22,Male,Imo,14,Single,0,193,Private,4.17,3,1.92,14,49,7,5,Stable,Agriculture,High,None,Low,Fully_Paid,1,1,High,0,13,0,0,0,3,Campus_Hostel,Excellent,Moderate,1,14,Moderate,Clear,High,4,0,0,1
22,Female,Anambra,529,Single,0,327,Public,4.6,3,3.87,15,69,1,5,Stable,Arts,High,None,Low,Owing,0,0,Moderate,8,2,0,0,0,1,Living_with_Family,Fair,High,0,16,High,Very_Clear,Very_High,3,0,0,0
26,Female,Kano,393,Single,0,241,Private,4.01,1,3.58,23,82,7,5,Declining,Business_Admin,Moderate,None,High,Owing,0,0,High,14,0,0,0,0,6,Private_Hostel,Good,Low,0,18,High,Somewhat_Clear,High,4,0,0,1
27,Female,Lagos,268,Single,0,242,Public,3.72,2,4.05,27,63,6,7,Declining,Arts,Very_High,None,Medium,Partially_Paid,1,0,High,1,16,0,0,1,6,Off_Campus,Good,Moderate,0,5,High,Somewhat_Clear,High,1,0,0,0
23,Male,Oyo,93,Single,0,253,Private,3.16,2,2.46,18,33,7,6,Declining,Arts,Very_High,None,Medium,Owing,0,1,High,5,18,0,0,1,7,Campus_Hostel,Good,Low,0,2,Moderate,Clear,Very_High,3,1,0,1
19,Male,Edo,425,Single,0,182,Public,4.76,1,3.44,19,49,14,3,Stable,Social_Sciences,Very_High,Partial,Medium,Owing,1,0,Low,9,25,0,0,0,2,Living_with_Family,Good,Moderate,0,18,Very_Low,Unclear,Low,3,0,0,1
20,Male,Ogun,185,Single,0,264,Public,4.46,4,3.91,15,94,0,6,Improving,Education,Moderate,Partial,Medium,Fully_Paid,0,1,High,4,22,0,0,1,1,Private_Hostel,Poor,High,1,7,Very_Low,Clear,Moderate,2,1,0,0
27,Male,Delta,55,Single,0,284,Private,3.28,1,2.54,17,98,3,3,Stable,Agriculture,Moderate,Partial,Low,Fully_Paid,0,1,Moderate,3,5,1,0,0,9,Campus_Hostel,Excellent,High,1,7,Very_High,Unclear,Very_High,2,0,0,0
18,Male,Borno,285,Single,0,244,Public,4.36,1,2.49,16,89,9,1,Improving,Environmental_Studies,Moderate,None,Medium,Owing,0,1,High,5,4,1,0,0,8,Off_Campus,Excellent,Moderate,0,14,Very_High,Clear,Very_Low,1,0,0,1
23,Male,Anambra,289,Single,0,285,Private,3.6,4,2.47,21,69,10,0,Stable,Social_Sciences,Low,None,Medium,Fully_Paid,0,1,Very_High,5,28,1,0,0,4,Private_Hostel,Poor,Low,0,13,High,Unclear,High,3,0,0,1
25,Male,Delta,122,Single,0,243,Public,3.27,3,4.43,15,38,8,2,Stable,Arts,High,Partial,Low,Fully_Paid,0,0,Moderate,6,28,1,0,0,2,Off_Campus,Excellent,High,0,18,Moderate,Very_Unclear,High,4,0,0,0
21,Female,Enugu,276,Single,0,244,Public,3.02,2,3.86,20,83,13,0,Stable,Agriculture,Low,Partial,Medium,Partially_Paid,1,1,Low,11,28,1,0,0,9,Campus_Hostel,Fair,Moderate,0,2,High,Somewhat_Clear,Moderate,3,0,0,1
17,Female,Delta,360,Single,0,213,Private,2.26,1,1.59,19,98,13,1,Stable,Education,Low,None,High,Owing,0,0,Low,4,7,0,1,1,6,Campus_Hostel,Fair,High,1,13,Low,Very_Unclear,Very_High,2,0,0,1
23,Female,Rivers,553,Single,0,293,Public,2.2,1,1.57,18,39,12,1,Improving,Arts,High,None,High,Fully_Paid,1,1,Moderate,8,10,1,0,0,1,Living_with_Family,Good,Low,0,10,High,Unclear,Low,2,0,0,1
17,Female,Anambra,531,Single,0,314,Private,3.54,4,4.17,20,65,14,5,Declining,Agriculture,Low,Partial,Medium,Owing,1,1,Very_High,9,25,0,0,0,5,Off_Campus,Fair,High,0,18,Moderate,Somewhat_Clear,High,4,0,0,1
22,Male,Edo,259,Single,0,224,Public,4.47,1,3.34,19,56,11,4,Stable,Business_Admin,Moderate,None,Medium,Fully_Paid,0,1,Moderate,2,27,0,0,1,9,Private_Hostel,Good,Moderate,1,4,Moderate,Somewhat_Clear,Moderate,0,1,0,1
21,Male,Anambra,341,Single,1,247,Private,4.46,3,3.35,12,39,7,3,Stable,Social_Sciences,Moderate,Partial,Low,Fully_Paid,0,1,High,0,2,1,1,0,6,Off_Campus,Good,Moderate,1,1,Very_Low,Somewhat_Clear,Low,3,0,0,0
23,Male,Delta,746,Single,0,324,Public,2.63,1,1.85,19,98,13,5,Stable,Business_Admin,Low,None,Low,Fully_Paid,1,1,High,12,20,0,0,1,8,Living_with_Family,Good,Low,0,12,Very_High,Clear,High,3,0,0,1
25,Female,Oyo,771,Single,1,310,Public,2.19,1,2.56,26,74,5,3,Improving,Environmental_Studies,Low,Partial,Low,Fully_Paid,1,1,Low,5,6,1,0,1,2,Campus_Hostel,Good,Low,0,14,Moderate,Clear,Low,0,0,0,0
21,Female,Katsina,795,Single,0,200,Public,3.0,4,4.93,29,53,8,0,Improving,Medicine,Moderate,None,High,Fully_Paid,1,1,Low,11,15,1,0,0,2,Living_with_Family,Fair,Moderate,0,15,Moderate,Clear,Moderate,2,0,1,0
27,Female,Delta,469,Single,1,209,Public,2.71,1,4.25,18,89,2,4,Stable,Environmental_Studies,Moderate,Partial,Low,Owing,1,1,Moderate,1,15,0,1,1,6,Campus_Hostel,Good,Moderate,1,19,Moderate,Clear,Moderate,0,0,0,0
20,Female,Lagos,165,Single,0,229,Public,3.64,1,3.82,28,83,11,3,Declining,Education,Very_High,Full,Medium,Fully_Paid,0,0,Low,10,3,1,1,1,6,Campus_Hostel,Excellent,Very_High,0,12,Very_Low,Unclear,High,0,0,0,0
19,Female,Rivers,624,Single,0,334,Public,2.79,3,1.82,25,43,10,2,Improving,Engineering,Moderate,Partial,Medium,Fully_Paid,0,0,Low,8,25,0,1,0,7,Campus_Hostel,Fair,High,1,11,Very_Low,Unclear,High,0,0,1,1
17,Female,Lagos,728,Married,0,203,Public,4.96,2,3.71,16,40,6,7,Stable,Social_Sciences,Moderate,None,Medium,Fully_Paid,1,0,Very_High,10,15,1,0,1,8,Campus_Hostel,Good,Moderate,0,13,Moderate,Very_Clear,High,3,0,0,0
18,Male,Cross_River,566,Single,0,218,Public,2.69,1,3.25,24,51,10,3,Declining,Arts,Very_High,None,Medium,Partially_Paid,1,1,Moderate,12,6,1,0,0,5,Private_Hostel,Excellent,Moderate,0,5,Low,Somewhat_Clear,High,2,0,0,0
23,Male,Katsina,511,Single,0,252,Public,3.39,3,3.26,12,53,6,7,Stable,Environmental_Studies,Moderate,None,Low,Owing,1,1,Low,8,13,0,0,1,9,Living_with_Family,Good,Very_High,0,7,Very_High,Clear,High,3,0,0,0
25,Male,Anambra,98,Single,0,306,Private,2.17,5,4.62,23,46,0,0,Improving,Law,Moderate,None,Medium,Fully_Paid,1,1,Low,11,11,1,1,1,1,Campus_Hostel,Fair,Moderate,0,15,High,Somewhat_Clear,Low,1,0,0,0
19,Female,Lagos,272,Married,0,202,Public,3.32,1,1.9,21,31,14,6,Stable,Agriculture,Moderate,None,Low,Partially_Paid,0,0,Low,0,10,0,0,0,8,Living_with_Family,Good,Low,1,16,High,Very_Unclear,Very_High,2,0,0,1
26,Female,Kaduna,352,Single,0,347,Public,4.28,2,4.7,24,31,8,6,Stable,Agriculture,Very_High,None,Low,Fully_Paid,1,0,High,11,24,0,0,1,5,Living_with_Family,Good,Moderate,0,5,Moderate,Very_Clear,High,3,0,0,0
20,Male,Kano,493,Single,0,209,Public,4.92,1,2.79,18,56,9,2,Stable,Arts,Moderate,Partial,Low,Owing,0,1,Very_High,12,13,1,1,0,6,Off_Campus,Good,High,0,4,Low,Somewhat_Clear,Very_Low,0,0,0,1
27,Male,Cross_River,241,Single,0,329,Public,3.43,1,2.94,21,63,0,0,Stable,Education,Moderate,None,Low,Fully_Paid,0,1,Moderate,8,15,1,1,0,7,Living_with_Family,Fair,Moderate,0,0,Low,Unclear,Moderate,1,0,0,0
